,News_Organization,Tweet ID,Tweet Creation,Tweet,Sentiment
0,@BBCNews,1263154279189282816,2020-05-20 17:07:03,People across UK head to beaches and parks for hottest day of year so far https://t.co/3wHxgiw3wH,0.0
1,@BBCNews,1263152724713050113,2020-05-20 17:00:52,"As the lockdown is eased, the aim is to keep R below 1

Extensive testing and tracing could play an important role, allowing a more targeted approach

A vaccine could also suppress R if successful; numerous trials are ongoing worldwide

https://t.co/3sthIyATFn https://t.co/DnTK4M0mEq",0.8481
2,@BBCNews,1263152723228274689,2020-05-20 17:00:52,"There are regional differences to R

London is said to have the lowest value in England at 0.4 &amp; the north-east the highest

But some experts calculate R as being higher than this

They give a value of 0.8 in Wales, 0.9 in Scotland &amp; 1 in Northern Ireland

https://t.co/3sthIyATFn https://t.co/0cpHIEGV9p",0.4588
3,@BBCNews,1263152721684828160,2020-05-20 17:00:51,"The data used means the R figure generally gives an estimate of where it stood 2 to 3 weeks ago

After creeping up, the latest UK figure is between 0.7 and 1.0

Before lockdown measures were introduced, R was above 3

https://t.co/3sthIyATFn https://t.co/o0O9jgTryg",0.0
4,@BBCNews,1263152720174866433,2020-05-20 17:00:51,"If the reproduction number is higher than 1, then the number of cases increases exponentially

If below 1, the disease will eventually disappear, as not enough new people are being infected to sustain the outbreak

https://t.co/3sthIyATFn https://t.co/dmnwT9HepY",-0.5423
5,@BBCNews,1263152718249709569,2020-05-20 17:00:50,"The R, or reproduction number, is a way of rating the disease’s ability to spread

It's the number of people that one infected person will pass the virus on to, on average

https://t.co/3sthIyATFn https://t.co/PxWopith9w",-0.0772
6,@BBCNews,1263152717020700672,2020-05-20 17:00:50,"There is a simple, but crucial number at the heart of understanding the threat posed by the coronavirus

The R value - but what is it, and what does it mean?

[Thread]

https://t.co/3sthIyATFn",-0.2617
7,@BBCNews,1263150321326534656,2020-05-20 16:51:19,"""I'd love to get the tourism sector up as quickly as we possibly can,"" says Oliver Dowden, asked if there is any chance of getting a holiday in Britain this summer

""The worse thing would be to start and then see the R rate rise out of control""

https://t.co/AZWX6ZqNth https://t.co/jiy4Nnj53I",0.7003
8,@BBCNews,1263148386867458050,2020-05-20 16:43:38,"""The clear intention is that we move as a whole country”

Culture Secretary Oliver Dowden says schools will not go back on a region-by-region basis, despite areas like London having a lower R [infection] rate than elsewhere in England

Latest: https://t.co/PeD87DogHL https://t.co/6dnSm5WHT6",-0.1803
9,@BBCNews,1263146385643393025,2020-05-20 16:35:41,"Why doesn't the government acknowledge ""honest mistakes may well have been made""? asks @BBCNewsnight's @NicholasWatt

""In any public health crisis like this there will be a time for lessons to be learned afterwards,"" replies Oliver Dowden

Updates: https://t.co/AZWX6ZqNth https://t.co/AMYY6yiIDY",0.0772
10,@BBCNews,1263144153346646018,2020-05-20 16:26:48,"Culture Secretary Oliver Dowden says Captain Tom Moore will be knighted in the autumn after raising nearly £33m for NHS charities

""Incredibly it now looks as if British people and business have now contributed over £800m""

Updates: https://t.co/AZWX6ZqNth https://t.co/F5mwoC4wNW",0.4939
11,@BBCNews,1263143754413805569,2020-05-20 16:25:13,"What is the government doing to help poorer nations during the pandemic? asks member of the public Thomas

The UK is working to ensure poorer countries have access to any potential future coronavirus vaccine, replies Oliver Dowden

Latest: https://t.co/PeD87DogHL https://t.co/2G5yXVmaAp",0.0772
12,@BBCNews,1263143315022778369,2020-05-20 16:23:29,"""I know people are eager for news of the return of live sports &amp; the arts""

Culture Secretary Oliver Dowden says he's setting up a ""renewal task force"" to help sport &amp; creative industries, with advisers including former BBC &amp; ITV chairman Lord Grade https://t.co/PeD87DogHL https://t.co/fsc4PqPs91",0.7964
13,@BBCNews,1263141025842966531,2020-05-20 16:14:23,"A “dedicated support scheme” for small and medium-sized charities is to open for applications this week, announces Culture Secretary Oliver Dowden

The Coronavirus Communities Support Fund will have an initial £200m of government funding, he says

Latest: https://t.co/PeD87DogHL https://t.co/bqrR9ADe3W",0.8225
14,@BBCNews,1263137301670084610,2020-05-20 15:59:35,"Follow live: Culture Secretary Oliver Dowden leads UK's coronavirus briefing

https://t.co/D38wybWMfH https://t.co/D9U6HYMxKN",0.0
15,@BBCNews,1263136293611061248,2020-05-20 15:55:34,"RT @BBCWorldatOne: ""I've just been on the phone to God...."" 

Actor #AndrewScott, who played @fleabag's 'hot' priest, on the impact #Covid_…",0.5423
16,@BBCNews,1263134426910863360,2020-05-20 15:48:09,"Devon gridlock caused by cars ""from all over the UK"" https://t.co/PneEbSF2Tp",0.0
17,@BBCNews,1263133331564171267,2020-05-20 15:43:48,"RT @BBCSport: Positive news for tennis - the LTA has returned a profit for the first time in four years 🎾

In full: https://t.co/VDSPTEmcE6…",0.7579
18,@BBCNews,1263131098177064961,2020-05-20 15:34:56,"The nationwide lockdown to combat coronavirus has meant most children are currently learning at home

But some pupils are struggling to access the technology they need

https://t.co/6ZrIMfZLZG https://t.co/GdqTcIBocm",-0.6597
19,@BBCNews,1263124538595979266,2020-05-20 15:08:52,"People in England who live near Welsh border can still cross into Wales, government in Cardiff says https://t.co/mM8gg0ylHP",0.0
20,@BBCNews,1263117038395981830,2020-05-20 14:39:04,Joe Rogan signs exclusive podcast deal with Spotify https://t.co/cDqPmUxTFn,0.128
21,@BBCNews,1263113051785646080,2020-05-20 14:23:13,Australian actress Ruby Rose to leave role as comic book superhero Batwoman after just one series https://t.co/2hwlpAzRqz,-0.0516
22,@BBCNews,1263106734907953153,2020-05-20 13:58:07,Bolton woman charged with murder of seven-year-old girl who was stabbed in a park on Mother's Day while playing with her parents https://t.co/OFRtrYFA8B,-0.8225
23,@BBCNews,1263100160696975363,2020-05-20 13:32:00,"RT @BBCRealityCheck: At #PMQs, the leaders clashed over hospital discharges to care homes during the coronavirus pandemic

But, what was th…",0.2732
24,@BBCNews,1263096651553660928,2020-05-20 13:18:03,RT @BBCkatyaadler: There will be huge frustration in Brussels now the UK has published its expectations of the requirements of the Irish pr…,-0.2023
25,@BBCNews,1263096560939872258,2020-05-20 13:17:41,"RT @BBCWorld: 🥔 Unsold potatoes
🥬 Unpicked veg
🧀 Rotten cheese

How Europe is dealing with a collapse in the food industry because of the c…",-0.7579
26,@BBCNews,1263096469197934597,2020-05-20 13:17:20,"Hannah spent 12 years recovering from mental ill health, then happened to return to nursing the day Covid-19 was declared a pandemic https://t.co/HUM0HXAor8",-0.4215
27,@BBCNews,1263092945697333250,2020-05-20 13:03:20,"RT @BBCWorld: US prosecutors seek to confiscate 3,500-year-old artefact from Bible museum

The Gilgamesh tablet is one of the world's oldes…",0.0
28,@BBCNews,1263089989992222720,2020-05-20 12:51:35,"RT @BBCPolitics: Prime Minister Boris Johnson says UK will trace contacts of 10,000 new coronavirus cases a day from 1 June https://t.co/1y…",0.0
29,@BBCNews,1263073608647290880,2020-05-20 11:46:29,"RT @BBCPolitics: ""It's clear that the aftermath of the pandemic will hit our young people hardest,"" says Conservative Lucy Allan

Boris Joh…",0.3818
30,@BBCNews,1263073085693005824,2020-05-20 11:44:25,"RT @BBCPolitics: “I’m asking members to return to their place of work… observing social distancing”

Leader of the House of Commons Jacob R…",0.0
31,@BBCNews,1263072696788750336,2020-05-20 11:42:52,"RT @BBCPolitics: SNP's Ian Blackford asks about surcharge for overseas NHS workers and government's immigration bill

He says the PM is ""he…",0.0
32,@BBCNews,1263072609517875200,2020-05-20 11:42:31,"RT @BBCPolitics: “Women make up vast majority of the workforce in our NHS, social care sector &amp; schools” 

Labour’s Rosie Duffield asks if…",0.4939
33,@BBCNews,1263072543147163648,2020-05-20 11:42:15,"RT @BBCPolitics: Starmer has ""rehearsed"" the question ""without having listened to my previous answer""

Boris Johnson replies as Sir Keir St…",0.0
34,@BBCNews,1263069134679617536,2020-05-20 11:28:43,"RT @BBCPolitics: Is it right care workers coming from abroad ""should have to pay a surcharge... to use the NHS themselves?” asks Labour lea…",0.4215
35,@BBCNews,1263067628979064832,2020-05-20 11:22:44,"RT @BBCPolitics: ""There's been no effective tracing in place since 12 March when tracing was abandoned""

Labour leader Sir Keir Starmer ask…",-0.6761
36,@BBCNews,1263067423558770694,2020-05-20 11:21:55,"RT @BBCPolitics: ""Do you want to leave the chamber?"" Sir Lindsay Hoyle tells off Matt Hancock for speaking over Sir Keir Starmer at #PMQs…",0.0258
37,@BBCNews,1263066329357090817,2020-05-20 11:17:34,RT @BBCPolitics: There were “cases of people who were... symptomatic discharged [from hospital] into our care homes. What’s protective abou…,0.4939
38,@BBCNews,1263059141087633408,2020-05-20 10:49:00,"Venezuela launches legal proceedings against Bank of England to try to force it to release €930m ($1bn; £820m) worth of Venezuelan gold 

https://t.co/b6H6KrMbBV",0.34
39,@BBCNews,1263058505428340738,2020-05-20 10:46:28,RT @BBCWorld: Nazanin Zaghari-Ratcliffe's family says her furlough from Tehran's prison has again been extended until a decision is made on…,-0.5106
40,@BBCNews,1263058427577864193,2020-05-20 10:46:10,"Coronavirus: Shopping may never be the same, says M&amp;S https://t.co/j6gCCJQpLi",0.0
41,@BBCNews,1263051702430810112,2020-05-20 10:19:26,"London's mayor writes to major supermarkets asking them to stock face coverings to help protect people using public transport 

https://t.co/0gg3mAa17p",0.6486
42,@BBCNews,1263049663969660928,2020-05-20 10:11:20,"RT @BBCWorld: Knives, forks, scissors and tools found hidden beneath chimney at Auschwitz concentration camp complex 

https://t.co/H2sHYpn…",0.0
43,@BBCNews,1263049297706303488,2020-05-20 10:09:53,"RT @BBCWorld: Head of Nasa's human spaceflight programme steps down just days before ""historic"" launch

https://t.co/YEIBVLjcXa",0.0
44,@BBCNews,1263048209842266117,2020-05-20 10:05:34,"RT @BBCWorld: Brazil sees highest daily rise in coronavirus cases and deaths, with 17,408 cases and 1,179 deaths reported in the past 24 ho…",0.0
45,@BBCNews,1263045554235478016,2020-05-20 09:55:01,UK scientists create first wide-area maps of microscopic algae growing in coastal Antarctica  https://t.co/rAd3wco2hy,0.4215
46,@BBCNews,1263042582290083840,2020-05-20 09:43:12,"RT @bbcweather: Flying saucers 🛸, sorry, Altocumulus Lenticularis clouds were spotted yesterday ⤵️

Am I allowed a favourite cloud?  [this…",-0.0772
47,@BBCNews,1263041014790524929,2020-05-20 09:36:58,"The owner of a pizza restaurant found out a delivery app was selling his food cheaper than he was - but it still paid him the full price 🍕

https://t.co/1GOXGC9Duw",0.0
48,@BBCNews,1263039144361672704,2020-05-20 09:29:32,"RT @BBCBreakfast: ""I really do thank you from the bottom of my heart.""
#SirCaptainTomMoore, soon-to-be @captaintommoore, tells #BBCBreakfas…",0.4173
49,@BBCNews,1263039039072018433,2020-05-20 09:29:07,"RT @BBCr4today: ""Conversations are continuing between the govt and teachers' representatives""

We've been ""very clear that although we set…",0.4391
50,@BBCNews,1263038242909302784,2020-05-20 09:25:57,RT @BBCSport: Premier League squads returned to non-contact training on Tuesday as the English top flight took another step forward in 'Pro…,0.2023
51,@BBCNews,1263037055132721152,2020-05-20 09:21:14,"""I've always said this won't happen and it appears it actually has""

Captain Tom Moore says he's ""delighted"" about getting a knighthood for his fundraising efforts 

https://t.co/PXpZ2b7cou https://t.co/SncyKyP65y",0.5106
52,@BBCNews,1263029131090018304,2020-05-20 08:49:45,"A report says climate change can be tackled

They have revealed ten top tips to reduce your carbon footprint https://t.co/LrAUEsFWXw",0.2023
53,@BBCNews,1263024279312089089,2020-05-20 08:30:28,All Cambridge University lectures to be online-only until summer of 2021 https://t.co/6hg7xLX7QO,0.0
54,@BBCNews,1263024132607877120,2020-05-20 08:29:53,"RT @BBCBreakfast: ""I am in awe of you""
@LewisHamilton has this message for @captaintommoore - soon-to-be #SirCaptainTomMoore
More here: htt…",0.0
55,@BBCNews,1263019333959258112,2020-05-20 08:10:49,"""It's hard enough motivating a lazy 17-year-old boy who doesn't really care much about school in normal times""

Meet the new home-schooling parents, struggling to motivate their children https://t.co/do9o0OBq1A",-0.4108
56,@BBCNews,1263013999458897921,2020-05-20 07:49:37,RT @BBCBreakfast: Andrew Strauss had this message on #BBCBreakfast @captaintommoore - soon to be #SirCaptainTom 👏 https://t.co/lq87jSLXGb,0.0
57,@BBCNews,1263013939111133185,2020-05-20 07:49:23,"RT @BBCBreakfast: ""I hope she's not very heavy handed with the sword.""
@captaintommoore - soon to be #SirCaptainTom - tells #BBCBreakfast h…",0.4404
58,@BBCNews,1263009832409456640,2020-05-20 07:33:04,UK inflation falls sharply in April to 0.8% from 1.5% in March https://t.co/sGstjYe5bh,0.0
59,@BBCNews,1263008347747504129,2020-05-20 07:27:10,RT @BBCBreakfast: Friend to @captaintommoore and fellow musician @mrmichaelball has this message for soon-to-be knighted #SirCaptainTomMoor…,0.4939
60,@BBCNews,1263007062029729792,2020-05-20 07:22:03,"""I am overawed by the fact that this has happened to me""

Captain Sir Thomas Moore tells @BBCBreakfast he's ""delighted"" to have been given a knighthood for his fundraising efforts after a special nomination from the prime minister

https://t.co/MCiGFMd68i https://t.co/ZmFVQVboHK",0.7184
61,@BBCNews,1263006939631550465,2020-05-20 07:21:34,"RT @BBCBreakfast: ""I'm not going to sit here and pretend that suddenly on the first of June everything will be uniform.""
Robert Buckland MP…",-0.1027
62,@BBCNews,1263001557249019904,2020-05-20 07:00:11,"The economic downturn means that some people are having drastic career changes

#CoronavirusNewscast catches up with drag queen, ‘Ruby Slippers’, who’s become a supermarket security guard... 🎧

https://t.co/s00LzeWJ7T",0.128
63,@BBCNews,1262999442761953280,2020-05-20 06:51:47,RT @BBCNews: Coronavirus: Cancer surgery delays risk 'thousands' of deaths https://t.co/09tR9yBoPK,-0.7579
64,@BBCNews,1262995958704623616,2020-05-20 06:37:56,RT @BBCNews: Covid: Concerns over 'out of pocket' rail passengers https://t.co/RKkWZGDctl,0.0
65,@BBCNews,1262995806996631552,2020-05-20 06:37:20,RT @BBCNews: Coronavirus: Ministers under pressure over schools return date https://t.co/2b3YJrdgdd,-0.296
66,@BBCNews,1262994884220387330,2020-05-20 06:33:40,"Rolls-Royce to cut 9,000 jobs worldwide due to coronavirus slowdown https://t.co/4FOuoVWkic",-0.2732
67,@BBCNews,1262978903200673792,2020-05-20 05:30:10,Coronavirus: World Bank warns 60m at risk of 'extreme poverty' https://t.co/cSe4DWhX3M,-0.7264
68,@BBCNews,1262978903196524544,2020-05-20 05:30:10,Amphan: Heavy rains in India and Bangladesh as cyclone bears down https://t.co/YoCxf5OdjY,0.0
69,@BBCNews,1262972688911523840,2020-05-20 05:05:28,Coronavirus: Serco apologises for sharing contact tracers' email addresses https://t.co/J439ibyZEZ,0.5574
70,@BBCNews,1262957950882254848,2020-05-20 04:06:54,Coronavirus: Ministers under pressure over schools return date https://t.co/2b3YJrdgdd,-0.296
71,@BBCNews,1262954691232702465,2020-05-20 03:53:57,"RT @BBCIndia: ""Nobody helped us. My cousin didn't have to die - but it was a choice between hunger and the long journey.""

@BBCVikas on Ind…",-0.1096
72,@BBCNews,1262949432926101504,2020-05-20 03:33:03,Coronavirus: Diabetic people offered support https://t.co/IU6ugssLnN,0.4019
73,@BBCNews,1262923959366025217,2020-05-20 01:51:50,Coronavirus: Rees-Mogg sticks by plan to bring MPs back https://t.co/I4B0mjNtJE,0.0
74,@BBCNews,1262910983347097600,2020-05-20 01:00:16,Covid: Concerns over 'out of pocket' rail passengers https://t.co/RKkWZGDctl,0.0
75,@BBCNews,1262909773403611138,2020-05-20 00:55:28,Johnson &amp; Johnson to stop selling baby powder in US https://t.co/3a1ePfX8EP,-0.296
76,@BBCNews,1262908658435928064,2020-05-20 00:51:02,Terror suspects could face indefinite curbs under new legislation https://t.co/zyT3M4Pxkp,-0.7003
77,@BBCNews,1262899029974945792,2020-05-20 00:12:46,Coronavirus: 'Wash hands at least six times a day' https://t.co/xPUXWEYPqF,0.0
78,@BBCNews,1262899028087496705,2020-05-20 00:12:46,Coronavirus: Cancer surgery delays risk 'thousands' of deaths https://t.co/09tR9yBoPK,-0.7579
79,@BBCNews,1262896241144475648,2020-05-20 00:01:42,Callum Hudson-Odoi: Chelsea forward back in training after arrest https://t.co/s6A000Miqa,-0.34
80,@BBCNews,1262896241068867590,2020-05-20 00:01:42,"Tony Bellew: SAS Who Dares Wins, boxing regrets, Everton dilemmas and treats https://t.co/2VbJuPc2ay",0.296
81,@BBCNews,1262895072846196736,2020-05-19 23:57:03,My Chemical Romance: Lockdown is 'just a pause button' https://t.co/iZde42jqAC,0.5574
82,@BBCNews,1262893940862332929,2020-05-19 23:52:33,Rami Makhlouf: The rift at the heart of Syria's ruling family https://t.co/FlB6nsuhwD,0.0
83,@BBCNews,1262893940858138624,2020-05-19 23:52:33,Coronavirus: 'I'm doing my university year abroad in Australia online' https://t.co/26n8p0IN39,0.0
84,@BBCNews,1262893383586021385,2020-05-19 23:50:20,'I returned to nursing the day the pandemic was declared' https://t.co/odL3iOpfRp,0.0
85,@BBCNews,1262893383565148163,2020-05-19 23:50:20,Coronavirus: Women photographers document lockdown https://t.co/3cdEzAsNvk,0.0
86,@BBCNews,1262893383275724800,2020-05-19 23:50:20,Organ donation: Transplant stories as law changes https://t.co/tlxyZcW863,0.0
87,@BBCNews,1262892808928669697,2020-05-19 23:48:03,Letter-writing: Connection in disconnected times https://t.co/IKcH5e73dF,0.0
88,@BBCNews,1262892242777317377,2020-05-19 23:45:48,Coronavirus lockdown: The Indian migrants dying to get home https://t.co/dATcszpHUw,0.0
89,@BBCNews,1262874036251566081,2020-05-19 22:33:27,Newspaper headlines: Doubts over schools reopening and 'arise Sir Tom' https://t.co/G4LY9aZOop,-0.296
90,@BBCNews,1262863951899111425,2020-05-19 21:53:23,"Wednesday's Guardian: ""No 10 retreats as rebellion over schools gathers pace"" #BBCPapers #TomorrowsPapersToday (via @hendopolis) https://t.co/PtITYCnpBA",-0.128
91,@BBCNews,1262858471403380738,2020-05-19 21:31:37,"Wednesday's Times: ""Doubt cast over date for school reopening"" #BBCPapers #TomorrowsPapersToday (via @hendopolis) https://t.co/cqahCSHLSE",-0.3612
92,@BBCNews,1262858400704192512,2020-05-19 21:31:20,"RT @BBCBreaking: Knighthood for Captain Tom, the 100-year-old war veteran who raised more than £32m for NHS charities https://t.co/Uo9HVcYc…",-0.1779
93,@BBCNews,1262856330626433024,2020-05-19 21:23:06,"Wednesday's i: ""Blame game begins: minister points finger at ‘wrong’ science"" #BBCPapers #TomorrowsPapersToday (via @hendopolis) https://t.co/BdrqcSPq4l",-0.34
94,@BBCNews,1262854764250959873,2020-05-19 21:16:53,BBC Three could return as an on-air channel https://t.co/TfvwooeK5Y,0.0
95,@BBCNews,1262853357213028355,2020-05-19 21:11:17,"Wednesday's Mail: ""Callous teacher union's plotting exposed #BBCPapers #TomorrowsPapersToday (via @hendopolis) https://t.co/PrdCUeAN4B",-0.0772
96,@BBCNews,1262852758522257409,2020-05-19 21:08:54,"Wednesday's Mirror: ""Heart swap Max: you did it for me… Now do it for Ethan"" #BBCPapers #TomorrowsPapersToday (via @hendopolis) https://t.co/86sCpq63jl",0.0
97,@BBCNews,1262850599093252103,2020-05-19 21:00:20,Cambridge University: All lectures to be online-only until summer of 2021 https://t.co/4E0DXNwW1g,0.0
98,@BBCNews,1262847427159212034,2020-05-19 20:47:43,"RT @BBCPolitics: UK's early coronavirus testing strategy focused on building capacity, Environment Secretary George Eustice says

https://t…",0.3818
99,@BBCNews,1262843220330938372,2020-05-19 20:31:00,"Wednesday's Metro: ""Minister: blame the scientists"" #BBCPapers #TomorrowsPapersToday (via @hendopolis) https://t.co/OBZ4VhhQLz",-0.34
100,@CBSNews,1263167609207472128,2020-05-20 18:00:01,Border wall construction firm favored by Trump gets $1.3 billion contract to build 42 miles https://t.co/aON9JZ43jQ https://t.co/3Wlq7sWz2W,0.4215
101,@CBSNews,1263163797562417153,2020-05-20 17:44:52,New Zealand PM Jacinda Ardern says four-day workweek could help rebuild country's economy after COVID-19 https://t.co/YcAKydk1cJ https://t.co/MhrzD8td9l,0.4019
102,@CBSNews,1263160058415910914,2020-05-20 17:30:00,"Volkswagen apologizes for ""tasteless"" car ad with racist overtones https://t.co/aJ88QJURF8 https://t.co/8rDjtQLeyV",-0.3612
103,@CBSNews,1263156283009630210,2020-05-20 17:15:00,Pelosi triggers rule allowing remote voting in the House for 45 days https://t.co/Vy43D0CGy8 https://t.co/Hw4trFdv8r,0.0
104,@CBSNews,1263152518424559617,2020-05-20 17:00:03,Pompeo defends firing of State Department watchdog https://t.co/bonzAX9Jyt https://t.co/TonSu0hIYi,-0.34
105,@CBSNews,1263147432667422724,2020-05-20 16:39:50,Chicago mayor Lori Lightfoot on battling coronavirus and gun violence in her first year in office https://t.co/tTCCl9x8vR https://t.co/9iMxRgVP9m,-0.8225
106,@CBSNews,1263145431615373314,2020-05-20 16:31:53,"Two weeks ago, Gov. Cuomo asked New Yorkers to submit homemade ads for face masks. Today, he played the 5 finalists https://t.co/zhkiZNV8sL https://t.co/XBZG0VoXyT",0.34
107,@CBSNews,1263142395031535617,2020-05-20 16:19:49,Thousands of physician assistants furloughed during coronavirus outbreak https://t.co/4TSTJLPUgE https://t.co/MRod5EgJGf,0.0
108,@CBSNews,1263141502538088451,2020-05-20 16:16:16,Gov. Cuomo directs all NY local governments to test in low-income neighborhoods and develop outreach programs https://t.co/zhkiZNV8sL https://t.co/xO9sctI2HF,0.2732
109,@CBSNews,1263140623453954049,2020-05-20 16:12:47,"NY Gov. Cuomo says nurses and doctors, transit workers and police officers have a lower infection rate than the general population because they're wearing masks: ""Those surgical masks work"" https://t.co/zhkiZNV8sL https://t.co/htiA5mKQ7M",-0.296
110,@CBSNews,1263138391060856832,2020-05-20 16:03:55,RT @markknoller: VP Pence chats with first responders on arrival in Orlando at start of Florida visit that includes talks on nursing homes…,0.0
111,@CBSNews,1263137417852223494,2020-05-20 16:00:03,Matt Lauer writes op-ed responding to allegations in Ronan Farrow's book https://t.co/l4LcVhiX0Y https://t.co/sQHsRfMxhz,0.0
112,@CBSNews,1263134827521486849,2020-05-20 15:49:45,RT @EwallWice: Activists warn vote-by-mail is needed amid the #coronavirus but it could hurt some voters if poorly implemented. We spoke to…,-0.7003
113,@CBSNews,1263133754098409472,2020-05-20 15:45:29,WATCH NOW: New York Governor Andrew Cuomo gives coronavirus update https://t.co/zhkiZNV8sL https://t.co/8NaMy0uuqC,0.0
114,@CBSNews,1263133146851180544,2020-05-20 15:43:04,WATCH LIVE: New York Gov. Andrew Cuomo gives daily coronavirus update https://t.co/rOUNhM19I5  https://t.co/WOSNPUSWVu,0.0
115,@CBSNews,1263132727567663105,2020-05-20 15:41:24,RT @RamyInocencio: NEW: China’s angry with the U.S. again over warmer ties with #Taiwan. 🇨🇳🇺🇸🇹🇼 Secretary of State Mike Pompeo congratulate…,-0.2732
116,@CBSNews,1263132289715896320,2020-05-20 15:39:40,This FedEx worker kept things interesting by balancing a package on his head and challenging the recipient to a push-up contest 😂https://t.co/5lmEzTXhdr https://t.co/Go8a27jlxk,0.34
117,@CBSNews,1263130468075147265,2020-05-20 15:32:26,"Pelosi says President Trump is like ""a child who comes in with mud on their pants""

""He comes in with doggie-doo on his shoes, and everybody who works with him has that on their shoes, too, for a very long time to come"" https://t.co/Nj065CIsxp https://t.co/3qYHn1jS34",0.3612
118,@CBSNews,1263129118218092544,2020-05-20 15:27:04,"Pelosi says Secretary of State Mike Pompeo should testify before Congress after removal of State Department inspector general, but ""it's very hard to get the administration to honor its responsibilities to the American people by testifying before Congress"" https://t.co/Nj065CIsxp https://t.co/UOCG30IdeE",0.5041
119,@CBSNews,1263128749769396224,2020-05-20 15:25:36,"""This is scandalous"": Pelosi says President Trump is ""undermining our democracy"" with his removal of inspectors general https://t.co/Nj065CIsxp https://t.co/udlsHfSv4F",-0.7096
120,@CBSNews,1263127288666886147,2020-05-20 15:19:48,"F-35 fighter jet crashes at Eglin Air Force Base, days after F-22 crash near base https://t.co/xPLAJG2HmV https://t.co/U64nGzXWdd",-0.2732
121,@CBSNews,1263125430284009473,2020-05-20 15:12:24,"Pelosi says health is the ""common denominator"" in all issues from the coronavirus crisis: ""If you ain't got your health, you ain't got nothing"" https://t.co/Nj065CIsxp https://t.co/TdHPt3ejtO",-0.6249
122,@CBSNews,1263124496392871937,2020-05-20 15:08:42,BREAKING: Wuhan bans eating wild animals as coronavirus drives a crackdown in China https://t.co/rRCP4yjhFz https://t.co/Rf7ppWQqzC,0.0
123,@CBSNews,1263123735848124418,2020-05-20 15:05:40,"WATCH LIVE: Nancy Pelosi holds her weekly press conference, as Republicans push back on the House's $3 trillion coronavirus relief bill https://t.co/Nj065CIsxp https://t.co/imYAZb1IRV",0.4767
124,@CBSNews,1263122310162255873,2020-05-20 15:00:01,President Trump threatens states over expanded access to mail-in voting https://t.co/hlPqyYnjOP https://t.co/Yum2d3GT6J,-0.3818
125,@CBSNews,1263120730100772864,2020-05-20 14:53:44,"Pompeo says he recommended the firing of State Department Inspector General Steve Linick and ""should have done it a long time ago,"" but won't give specifics as to why https://t.co/Nj065CIsxp https://t.co/F9N5PxRuvc",-0.0772
126,@CBSNews,1263119185074425857,2020-05-20 14:47:35,WATCH LIVE: Secretary of State Mike Pompeo speaks to reporters amid controversy over firing of State Department inspector general https://t.co/Nj065CIsxp https://t.co/CMpu8orW2D,-0.34
127,@CBSNews,1263117240028856321,2020-05-20 14:39:52,"Ever-friendlier U.S.-Taiwan ties draw ""firm opposition"" from China https://t.co/Qz2t9qcDDw https://t.co/CwqJogXeax",0.0
128,@CBSNews,1263112242423386114,2020-05-20 14:20:00,Body found on California's Venice Beach believed to be former WWE wrestler Shad Gaspard https://t.co/5enBxOBrOp https://t.co/xm2pceNndu,0.0
129,@CBSNews,1263110030099963906,2020-05-20 14:11:13,WATCH NOW: New York City Mayor Bill de Blasio holds a press conference on the coronavirus outbreak https://t.co/D9gT4E5Ucz https://t.co/PpvTZ1PDXw,0.0
130,@CBSNews,1263107209896042496,2020-05-20 14:00:00,CDC releases detailed road map for reopening establishments https://t.co/WcgkHrwKu2 https://t.co/ZegAerGxPF,0.0
131,@CBSNews,1263102055260004352,2020-05-20 13:39:31,"Pence says he isn't taking hydroxychloroquine, one day after President Trump revealed he's using the drug https://t.co/ya3LHK6g3R https://t.co/HUCrg0ICWH",0.0
132,@CBSNews,1263095946130403328,2020-05-20 13:15:15,Beaches in Barcelona reopened for a few hours on Wednesday after being closed for nearly three months because of the coronavirus lockdown https://t.co/3bOqnicgTS https://t.co/gl4REUGfAA,0.0
133,@CBSNews,1263092118098268161,2020-05-20 13:00:02,Parents finally reunited with son after he was abducted in China 32 years ago https://t.co/YYit7ipweB https://t.co/CYOMXXC3jg,-0.5106
134,@CBSNews,1263089639663054849,2020-05-20 12:50:11,"RT @CBSThisMorning: One year ago today, @AnthonyMasonCBS and @TonyDokoupil joined @GayleKing as co-hosts of @CBSThisMorning — and what a ye…",0.0
